АКСЕЛЕРОМЕТР X (m/s²);АКСЕЛЕРОМЕТР Y (m/s²);АКСЕЛЕРОМЕТР Z (m/s²);ТЯЖЕСТЬ X (m/s²);ТЯЖЕСТЬ Y (m/s²);ТЯЖЕСТЬ Z (m/s²);ЛИНЕЙНОЕ УСКОРЕНИЕ X (m/s²);ЛИНЕЙНОЕ УСКОРЕНИЕ Y (m/s²);ЛИНЕЙНОЕ УСКОРЕНИЕ Z (m/s²);ГИРОСКОП X (rad/s);ГИРОСКОП Y (rad/s);ГИРОСКОП Z (rad/s);ОСВЕЩЕНИЕ (lux);МАГНИТНОЕ ПОЛЕ X (μT);МАГНИТНОЕ ПОЛЕ Y (μT);МАГНИТНОЕ ПОЛЕ Z (μT);ОРИЕНТАЦИЯ Z (azimuth °);ОРИЕНТАЦИЯ X (pitch °);ОРИЕНТАЦИЯ Y (roll °);ПРИБЛИЖЕНИЕ (i);УРОВЕНЬ ЗВУКА (dB);МЕСТОПОЛОЖЕНИЕ Широта : ;МЕСТОПОЛОЖЕНИЕ Долгота : ;МЕСТОПОЛОЖЕНИЕ Высота над ур. моря ( m);МЕСТОПОЛОЖЕНИЕ Высота над ур. моря-google ( m);МЕСТОПОЛОЖЕНИЕ Скорость ( км/ч);МЕСТОПОЛОЖЕНИЕ Погрешность ( m);МЕСТОПОЛОЖЕНИЕ ОРИЕНТАЦИЯ (°);доступных спутников;Время он начала в мс. ;YYYY-MO-DD HH-MI-SS_SSS
0.753037;2.151581;10.977951;-0.744509;3.066432;9.2851;1.492232;-0.892967;1.759115;-0.090851;-1.804611;-1.190475;106.0;25.6958;-7.3166;-46.1121;290.8236;-19.456;6.3426;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;111;2021-10-04 19:14:36:381
0.753037;2.151581;10.977951;-0.744509;3.066432;9.2851;1.492232;-0.892967;1.759115;-0.090851;-1.804611;-1.190475;106.0;25.6958;-7.3166;-46.1121;290.8236;-19.456;6.3426;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;111;2021-10-04 19:14:36:381
0.753037;2.151581;10.977951;-0.744509;3.066432;9.2851;1.492232;-0.892967;1.759115;-0.090851;-1.804611;-1.190475;106.0;25.6958;-7.3166;-46.1121;290.8236;-19.456;6.3426;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;116;2021-10-04 19:14:36:386
0.753037;2.151581;10.977951;-0.744509;3.066432;9.2851;1.492232;-0.892967;1.759115;-0.090851;-1.804611;-1.190475;106.0;27.9923;-5.0201;-46.8201;293.6942;-18.2214;4.5843;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;121;2021-10-04 19:14:36:391
1.658051;2.256928;10.657135;-0.497115;3.067278;9.301348;2.151894;-0.790165;1.416999;0.220215;-2.045364;-1.123367;106.0;27.9923;-5.0201;-46.8201;293.6942;-18.2214;4.5843;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;127;2021-10-04 19:14:36:397
1.658051;2.256928;10.657135;-0.497115;3.067278;9.301348;2.151894;-0.790165;1.416999;0.220215;-2.045364;-1.123367;106.0;27.9923;-5.0201;-46.8201;293.6942;-18.2214;4.5843;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;132;2021-10-04 19:14:36:402
1.658051;2.256928;10.657135;-0.497115;3.067278;9.301348;2.151894;-0.790165;1.416999;0.220215;-2.045364;-1.123367;106.0;27.9923;-5.0201;-46.8201;293.6942;-18.2214;4.5843;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;136;2021-10-04 19:14:36:406
2.974854;2.87941;10.204636;-0.202872;3.098032;9.302227;3.17648;-0.199598;0.959529;0.264954;-2.340439;-1.203262;106.0;23.4192;-5.5115;-45.311;293.6942;-18.2214;4.5843;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;142;2021-10-04 19:14:36:412
2.974854;2.87941;10.204636;-0.202872;3.098032;9.302227;3.17648;-0.199598;0.959529;0.264954;-2.340439;-1.203262;106.0;23.4192;-5.5115;-45.311;293.6942;-18.2214;4.5843;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;146;2021-10-04 19:14:36:416
2.974854;2.87941;10.204636;-0.202872;3.098032;9.302227;3.17648;-0.199598;0.959529;0.108353;-2.30423;-1.395004;106.0;23.4192;-5.5115;-45.311;293.6942;-18.2214;4.5843;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;151;2021-10-04 19:14:36:421
2.974854;2.87941;10.204636;-0.202872;3.098032;9.302227;3.17648;-0.199598;0.959529;0.108353;-2.30423;-1.395004;106.0;23.4192;-5.5115;-45.311;293.6942;-18.2214;4.5843;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;156;2021-10-04 19:14:36:426
3.990006;2.771668;10.69783;0.174849;3.123334;9.294332;3.677061;-0.222109;1.324871;0.108353;-2.30423;-1.395004;106.0;21.283;-5.6854;-47.4518;292.7008;-18.5717;-1.0777;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;161;2021-10-04 19:14:36:431
3.990006;2.771668;10.69783;0.174849;3.123334;9.294332;3.677061;-0.222109;1.324871;-0.067413;-1.92926;-1.517517;106.0;21.283;-5.6854;-47.4518;292.7008;-18.5717;-1.0777;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;166;2021-10-04 19:14:36:436
3.990006;2.771668;10.69783;0.174849;3.123334;9.294332;3.677061;-0.222109;1.324871;-0.067413;-1.92926;-1.517517;106.0;21.283;-5.6854;-47.4518;292.7008;-18.5717;-1.0777;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;171;2021-10-04 19:14:36:441
4.195908;2.371842;11.088089;0.393911;3.111003;9.291764;3.803832;-0.724668;1.839611;-0.177139;-1.567062;-1.584625;106.0;21.283;-5.6854;-47.4518;292.7008;-18.5717;-1.0777;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;176;2021-10-04 19:14:36:446
4.195908;2.371842;11.088089;0.393911;3.111003;9.291764;3.803832;-0.724668;1.839611;-0.177139;-1.567062;-1.584625;106.0;19.1589;-3.5767;-47.5586;292.7008;-18.5717;-1.0777;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;181;2021-10-04 19:14:36:451
4.195908;2.371842;11.088089;0.393911;3.111003;9.291764;2.424477;-1.276418;1.489636;-0.30603;-0.996078;-1.614456;106.0;19.1589;-3.5767;-47.5586;292.7008;-18.5717;-1.0777;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;186;2021-10-04 19:14:36:456
2.565445;1.59372;10.470383;0.492099;3.071583;9.300194;2.424477;-1.276418;1.489636;-0.30603;-0.996078;-1.614456;106.0;19.1589;-3.5767;-47.5586;292.7008;-18.5717;-1.0777;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;191;2021-10-04 19:14:36:461
2.565445;1.59372;10.470383;0.492099;3.071583;9.300194;2.424477;-1.276418;1.489636;-0.453033;-0.572113;-1.536697;106.0;17.7841;-3.894;-48.6343;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;197;2021-10-04 19:14:36:467
2.565445;1.59372;10.470383;0.492099;3.071583;9.300194;1.299553;-1.800425;0.502185;-0.453033;-0.572113;-1.536697;106.0;17.7841;-3.894;-48.6343;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;201;2021-10-04 19:14:36:471
1.749024;1.189102;9.591721;0.506262;3.003948;9.321501;1.299553;-1.800425;0.502185;-0.523346;-0.417648;-1.441879;106.0;17.7841;-3.894;-48.6343;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;209;2021-10-04 19:14:36:479
1.749024;1.189102;9.591721;0.506262;3.003948;9.321501;1.299553;-1.800425;0.502185;-0.523346;-0.417648;-1.441879;106.0;17.7841;-3.894;-48.6343;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;212;2021-10-04 19:14:36:482
1.749024;1.189102;9.591721;0.506262;3.003948;9.321501;1.404699;-1.653408;0.003468;-0.523346;-0.417648;-1.441879;106.0;17.7841;-3.894;-48.6343;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;216;2021-10-04 19:14:36:486
1.749024;1.189102;9.591721;0.506262;3.003948;9.321501;1.404699;-1.653408;0.003468;-0.530807;-0.457062;-1.350265;91.0;17.9459;-1.767;-49.8062;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;221;2021-10-04 19:14:36:491
2.103363;1.414154;9.163147;0.516344;2.927327;9.345295;1.626007;-1.495665;-0.132818;-0.530807;-0.457062;-1.350265;91.0;17.9459;-1.767;-49.8062;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;226;2021-10-04 19:14:36:496
2.103363;1.414154;9.163147;0.516344;2.927327;9.345295;1.626007;-1.495665;-0.132818;-0.438126;-0.787292;-1.322571;91.0;17.9459;-1.767;-49.8062;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;231;2021-10-04 19:14:36:501
2.103363;1.414154;9.163147;0.516344;2.927327;9.345295;1.626007;-1.495665;-0.132818;-0.438126;-0.787292;-1.322571;91.0;17.9459;-1.767;-49.8062;298.6378;-18.253;-3.0289;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;236;2021-10-04 19:14:36:506
2.156037;1.059815;9.663544;0.594381;2.869227;9.358665;1.564236;-1.796955;0.34551;-0.3284;-1.087692;-1.305527;91.0;17.0273;-2.6855;-49.3698;300.2191;-17.3678;-3.1625;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;242;2021-10-04 19:14:36:512
2.156037;1.059815;9.663544;0.594381;2.869227;9.358665;1.564236;-1.796955;0.34551;-0.3284;-1.087692;-1.305527;91.0;17.0273;-2.6855;-49.3698;300.2191;-17.3678;-3.1625;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;246;2021-10-04 19:14:36:516
2.156037;1.059815;9.663544;0.594381;2.869227;9.358665;1.564236;-1.796955;0.34551;-0.13559;-1.378509;-1.2789;91.0;17.0273;-2.6855;-49.3698;300.2191;-17.3678;-3.1625;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;251;2021-10-04 19:14:36:521
2.187164;0.777298;10.367432;0.743688;2.846483;9.354938;1.446591;-2.057263;1.051676;-0.13559;-1.378509;-1.2789;91.0;17.0273;-2.6855;-49.3698;300.2191;-17.3678;-3.1625;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;256;2021-10-04 19:14:36:526
2.187164;0.777298;10.367432;0.743688;2.846483;9.354938;1.446591;-2.057263;1.051676;-0.031189;-1.38916;-1.336426;91.0;16.1301;0.499;-48.6877;300.2191;-17.3678;-3.1625;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;261;2021-10-04 19:14:36:531
2.187164;0.777298;10.367432;0.743688;2.846483;9.354938;1.446591;-2.057263;1.051676;-0.031189;-1.38916;-1.336426;91.0;16.1301;0.499;-48.6877;300.2191;-17.3678;-3.1625;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;266;2021-10-04 19:14:36:536
2.187164;0.777298;10.367432;0.743688;2.846483;9.354938;1.446591;-2.057263;1.051676;-0.031189;-1.38916;-1.336426;91.0;16.1301;0.499;-48.6877;300.2191;-17.3678;-3.1625;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;271;2021-10-04 19:14:36:541
2.867127;1.33754;9.804794;0.897119;2.849044;9.340691;1.973576;-1.500171;0.501258;-0.059952;-1.31459;-1.451477;91.0;14.7522;-0.4257;-49.6262;305.4669;-16.8892;-5.4861;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;276;2021-10-04 19:14:36:546
2.867127;1.33754;9.804794;0.897119;2.849044;9.340691;1.973576;-1.500171;0.501258;-0.059952;-1.31459;-1.451477;91.0;14.7522;-0.4257;-49.6262;305.4669;-16.8892;-5.4861;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;281;2021-10-04 19:14:36:551
2.867127;1.33754;9.804794;0.897119;2.849044;9.340691;1.973576;-1.500171;0.501258;-0.177139;-1.171844;-1.564392;91.0;14.7522;-0.4257;-49.6262;305.4669;-16.8892;-5.4861;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;286;2021-10-04 19:14:36:556
2.575028;1.562607;8.988373;1.016503;2.842904;9.330327;1.56265;-1.26876;-0.30409;-0.177139;-1.171844;-1.564392;91.0;14.7522;-0.4257;-49.6262;305.4669;-16.8892;-5.4861;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;291;2021-10-04 19:14:36:561
2.575028;1.562607;8.988373;1.016503;2.842904;9.330327;1.56265;-1.26876;-0.30409;-0.333725;-1.037628;-1.506866;91.0;15.2039;-1.4862;-50.1068;305.4669;-16.8892;-5.4861;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;296;2021-10-04 19:14:36:566
2.575028;1.562607;8.988373;1.016503;2.842904;9.330327;1.56265;-1.26876;-0.30409;-0.333725;-1.037628;-1.506866;91.0;15.2039;-1.4862;-50.1068;305.4669;-16.8892;-5.4861;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;301;2021-10-04 19:14:36:571
1.892685;0.973633;8.217438;1.111598;2.807202;9.330292;0.786265;-1.820493;-1.069392;-0.444519;-1.004608;-1.398209;91.0;15.2039;-1.4862;-50.1068;305.4669;-16.8892;-5.4861;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;307;2021-10-04 19:14:36:577
1.892685;0.973633;8.217438;1.111598;2.807202;9.330292;0.786265;-1.820493;-1.069392;-0.444519;-1.004608;-1.398209;91.0;15.2039;-1.4862;-50.1068;305.4669;-16.8892;-5.4861;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;311;2021-10-04 19:14:36:581
1.892685;0.973633;8.217438;1.111598;2.807202;9.330292;0.786265;-1.820493;-1.069392;-0.551041;-1.01738;-1.219238;91.0;13.9847;-1.1948;-50.8636;303.2384;-16.6339;-6.7941;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;316;2021-10-04 19:14:36:586
1.892685;0.973633;8.217438;1.213691;2.741458;9.337116;0.924766;-2.103017;-0.283044;-0.551041;-1.01738;-1.219238;91.0;13.9847;-1.1948;-50.8636;303.2384;-16.6339;-6.7941;1.97;21.60779;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;321;2021-10-04 19:14:36:591
2.132095;0.624069;9.005127;1.213691;2.741458;9.337116;0.924766;-2.103017;-0.283044;-0.551041;-1.01738;-1.219238;91.0;13.9847;-1.1948;-50.8636;303.2384;-16.6339;-6.7941;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;326;2021-10-04 19:14:36:596
2.132095;0.624069;9.005127;1.213691;2.741458;9.337116;0.924766;-2.103017;-0.283044;-0.527603;-1.025909;-1.095673;91.0;13.9847;-1.1948;-50.8636;303.2384;-16.6339;-6.7941;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;330;2021-10-04 19:14:36:600
2.215897;0.54985;10.245331;1.324203;2.676272;9.341009;0.898612;-2.112439;0.953124;-0.527603;-1.025909;-1.095673;91.0;13.9847;-1.1948;-50.8636;303.2384;-16.6339;-6.7941;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;336;2021-10-04 19:14:36:606
2.215897;0.54985;10.245331;1.324203;2.676272;9.341009;0.898612;-2.112439;0.953124;-0.394455;-0.924713;-0.974228;91.0;10.9467;0.3021;-49.6124;303.2384;-16.6339;-6.7941;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;345;2021-10-04 19:14:36:615
2.215897;0.54985;10.245331;1.324203;2.676272;9.341009;0.898612;-2.112439;0.953124;-0.394455;-0.924713;-0.974228;91.0;10.9467;0.3021;-49.6124;303.2384;-16.6339;-6.7941;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;345;2021-10-04 19:14:36:615
2.215897;0.54985;10.245331;1.324203;2.676272;9.341009;0.898612;-2.112439;0.953124;-0.394455;-0.924713;-0.974228;91.0;10.9467;0.3021;-49.6124;303.2384;-16.6339;-6.7941;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;351;2021-10-04 19:14:36:621
2.443344;0.932922;10.642761;1.413743;2.641658;9.337739;1.036319;-1.696183;1.349394;-0.204834;-0.746811;-0.978485;71.0;10.9467;0.3021;-49.6124;303.2384;-16.6339;-6.7941;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;356;2021-10-04 19:14:36:626
2.443344;0.932922;10.642761;1.413743;2.641658;9.337739;1.036319;-1.696183;1.349394;-0.204834;-0.746811;-0.978485;71.0;10.495;1.8158;-50.3403;310.505;-15.627;-8.6093;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;361;2021-10-04 19:14:36:631
2.275757;1.464447;9.850281;1.456464;2.640741;9.33143;1.036319;-1.696183;1.349394;-0.204834;-0.746811;-0.978485;71.0;10.495;1.8158;-50.3403;310.505;-15.627;-8.6093;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;366;2021-10-04 19:14:36:636
2.275757;1.464447;9.850281;1.456464;2.640741;9.33143;0.830104;-0.978363;0.094366;-0.050369;-0.539078;-1.057327;71.0;10.495;1.8158;-50.3403;310.505;-15.627;-8.6093;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;371;2021-10-04 19:14:36:641
1.705933;1.95047;8.255753;1.485713;2.65352;9.32319;0.830104;-0.978363;0.094366;-0.050369;-0.539078;-1.057327;71.0;10.495;1.8158;-50.3403;310.505;-15.627;-8.6093;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;376;2021-10-04 19:14:36:646
1.705933;1.95047;8.255753;1.485713;2.65352;9.32319;0.830104;-0.978363;0.094366;-0.030121;-0.61792;-1.136154;71.0;8.9691;1.4999;-50.3494;310.505;-15.627;-8.6093;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;381;2021-10-04 19:14:36:651
1.705933;1.95047;8.255753;1.485713;2.65352;9.32319;6.26E-4;-0.640355;-1.556518;-0.030121;-0.61792;-1.136154;71.0;8.9691;1.4999;-50.3494;310.505;-15.627;-8.6093;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;386;2021-10-04 19:14:36:656
1.193573;2.007919;6.914994;1.528459;2.66855;9.311984;6.26E-4;-0.640355;-1.556518;-0.030121;-0.61792;-1.136154;71.0;8.9691;1.4999;-50.3494;310.505;-15.627;-8.6093;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;391;2021-10-04 19:14:36:661
1.193573;2.007919;6.914994;1.528459;2.66855;9.311984;-0.52897;-0.729994;-2.541217;-0.118546;-0.883163;-1.203262;71.0;8.9691;1.4999;-50.3494;310.505;-15.627;-8.6093;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;396;2021-10-04 19:14:36:666
1.116959;1.945679;6.87909;1.596825;2.673021;9.29922;-0.52897;-0.729994;-2.541217;-0.118546;-0.883163;-1.203262;71.0;8.2153;2.5604;-48.8007;314.7471;-15.7902;-9.3213;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;401;2021-10-04 19:14:36:671
1.116959;1.945679;6.87909;1.596825;2.673021;9.29922;-0.52897;-0.729994;-2.541217;-0.118546;-0.883163;-1.203262;71.0;8.2153;2.5604;-48.8007;314.7471;-15.7902;-9.3213;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;406;2021-10-04 19:14:36:676
1.116959;1.945679;6.87909;1.674431;2.667456;9.287161;-0.070062;-0.559143;-1.721625;-0.247437;-1.038696;-1.241608;71.0;8.2153;2.5604;-48.8007;314.7471;-15.7902;-9.3213;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;411;2021-10-04 19:14:36:681
1.763397;2.177918;7.774521;1.674431;2.667456;9.287161;-0.070062;-0.559143;-1.721625;-0.247437;-1.038696;-1.241608;71.0;8.2153;2.5604;-48.8007;314.7471;-15.7902;-9.3213;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;416;2021-10-04 19:14:36:686
1.763397;2.177918;7.774521;1.674431;2.667456;9.287161;-0.070062;-0.559143;-1.721625;-0.294312;-1.046143;-1.3311;71.0;8.9752;2.562;-50.7828;314.7471;-15.7902;-9.3213;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;421;2021-10-04 19:14:36:691
1.763397;2.177918;7.774521;1.674431;2.667456;9.287161;-0.070062;-0.559143;-1.721625;-0.294312;-1.046143;-1.3311;71.0;8.9752;2.562;-50.7828;314.7471;-15.7902;-9.3213;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;425;2021-10-04 19:14:36:695
1.940567;2.213822;8.066605;1.72592;2.663523;9.27886;0.254021;-0.396059;-1.178071;-0.307098;-1.07811;-1.390747;71.0;8.9752;2.562;-50.7828;314.7471;-15.7902;-9.3213;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;431;2021-10-04 19:14:36:701
1.940567;2.213822;8.066605;1.72592;2.663523;9.27886;0.254021;-0.396059;-1.178071;-0.307098;-1.07811;-1.390747;71.0;8.9752;2.562;-50.7828;314.7471;-15.7902;-9.3213;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;436;2021-10-04 19:14:36:706
1.523972;1.761322;8.143219;1.834133;2.652974;9.261106;-0.295174;-0.869974;-1.042213;-0.357162;-1.151611;-1.409927;71.0;5.9296;2.9938;-50.3174;316.6604;-15.7597;-10.5369;1.97;28.63072;49.050377;38.218323;234.8387;NaN;;220.64517;;0 / 32;442;2021-10-04 19:14:36:712
