АКСЕЛЕРОМЕТР X (m/s²);АКСЕЛЕРОМЕТР Y (m/s²);АКСЕЛЕРОМЕТР Z (m/s²);ТЯЖЕСТЬ X (m/s²);ТЯЖЕСТЬ Y (m/s²);ТЯЖЕСТЬ Z (m/s²);ЛИНЕЙНОЕ УСКОРЕНИЕ X (m/s²);ЛИНЕЙНОЕ УСКОРЕНИЕ Y (m/s²);ЛИНЕЙНОЕ УСКОРЕНИЕ Z (m/s²);ГИРОСКОП X (rad/s);ГИРОСКОП Y (rad/s);ГИРОСКОП Z (rad/s);ОСВЕЩЕНИЕ (lux);МАГНИТНОЕ ПОЛЕ X (μT);МАГНИТНОЕ ПОЛЕ Y (μT);МАГНИТНОЕ ПОЛЕ Z (μT);ОРИЕНТАЦИЯ Z (azimuth °);ОРИЕНТАЦИЯ X (pitch °);ОРИЕНТАЦИЯ Y (roll °);ПРИБЛИЖЕНИЕ (i);УРОВЕНЬ ЗВУКА (dB);МЕСТОПОЛОЖЕНИЕ Широта : ;МЕСТОПОЛОЖЕНИЕ Долгота : ;МЕСТОПОЛОЖЕНИЕ Высота над ур. моря ( m);МЕСТОПОЛОЖЕНИЕ Высота над ур. моря-google ( m);МЕСТОПОЛОЖЕНИЕ Скорость ( км/ч);МЕСТОПОЛОЖЕНИЕ Погрешность ( m);МЕСТОПОЛОЖЕНИЕ ОРИЕНТАЦИЯ (°);доступных спутников;Время он начала в мс. ;YYYY-MO-DD HH-MI-SS_SSS
-0.870224;1.083756;10.269272;-0.534064;0.614131;9.77282;-0.343884;0.478505;0.637784;-0.175949;0.317535;-0.281494;30.0;-11.5173;-7.9636;-45.1843;108.2695;-3.9371;2.4901;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;66;2021-10-04 11:13:06:793
-0.870224;1.083756;10.269272;-0.534064;0.614131;9.77282;-0.343884;0.478505;0.637784;-0.175949;0.317535;-0.281494;30.0;-11.5173;-7.9636;-45.1843;108.2695;-3.9371;2.4901;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;69;2021-10-04 11:13:06:796
-0.870224;1.083756;10.269272;-0.534064;0.614131;9.77282;-0.343884;0.478505;0.637784;-0.157837;0.290894;-0.21759;30.0;-11.5173;-7.9636;-45.1843;108.2695;-3.9371;2.4901;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;75;2021-10-04 11:13:06:802
-1.07135;1.071793;10.558975;-0.534064;0.614131;9.77282;-0.496998;0.489504;0.924267;-0.132263;0.249359;-0.162186;30.0;-11.2106;-7.2037;-46.6919;106.7785;-3.5904;3.128;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;80;2021-10-04 11:13:06:807
-1.07135;1.071793;10.558975;-0.582507;0.590556;9.771505;-0.496998;0.489504;0.924267;-0.132263;0.249359;-0.162186;30.0;-11.2106;-7.2037;-46.6919;106.7785;-3.5904;3.128;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;84;2021-10-04 11:13:06:811
-1.07135;1.071793;10.558975;-0.582507;0.590556;9.771505;-0.496998;0.489504;0.924267;-0.132263;0.249359;-0.162186;30.0;-11.2106;-7.2037;-46.6919;106.7785;-3.5904;3.128;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;89;2021-10-04 11:13:06:816
-1.095291;0.99997;10.592484;-0.582507;0.590556;9.771505;-0.498047;0.428432;0.954718;-0.082199;0.128983;-0.076965;30.0;-11.2106;-7.2037;-46.6919;106.7785;-3.5904;3.128;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;95;2021-10-04 11:13:06:822
-1.095291;0.99997;10.592484;-0.609455;0.577164;9.770662;-0.498047;0.428432;0.954718;-0.035324;-0.002045;-0.001328;30.0;-10.9055;-7.3502;-45.018;106.7785;-3.5904;3.128;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;102;2021-10-04 11:13:06:829
-1.095291;0.99997;10.592484;-0.609455;0.577164;9.770662;-0.371865;0.385154;0.924789;-0.035324;-0.002045;-0.001328;30.0;-10.9055;-7.3502;-45.018;106.7785;-3.5904;3.128;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;105;2021-10-04 11:13:06:832
-0.922897;0.937714;10.52066;-0.609455;0.577164;9.770662;-0.371865;0.385154;0.924789;-0.035324;-0.002045;-0.001328;30.0;-10.9055;-7.3502;-45.018;106.7785;-3.5904;3.128;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;110;2021-10-04 11:13:06:837
-0.922897;0.937714;10.52066;-0.609455;0.577164;9.770662;-0.371865;0.385154;0.924789;-0.035324;-0.002045;-0.001328;30.0;-10.9055;-7.3502;-45.018;106.7785;-3.5904;3.128;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;115;2021-10-04 11:13:06:842
-0.733765;0.923355;10.314758;-0.607699;0.573958;9.77096;-0.260863;0.366431;0.814573;-0.012955;-0.075546;0.028488;30.0;-11.9644;-5.9906;-44.8349;102.9804;-3.3553;3.5589;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;121;2021-10-04 11:13:06:848
-0.733765;0.923355;10.314758;-0.607699;0.573958;9.77096;-0.260863;0.366431;0.814573;-0.012955;-0.075546;0.028488;30.0;-11.9644;-5.9906;-44.8349;102.9804;-3.3553;3.5589;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;125;2021-10-04 11:13:06:852
-0.733765;0.923355;10.314758;-0.607699;0.573958;9.77096;-0.260863;0.366431;0.814573;-0.012955;-0.075546;0.028488;30.0;-11.9644;-5.9906;-44.8349;102.9804;-3.3553;3.5589;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;129;2021-10-04 11:13:06:856
-0.61644;0.861099;10.185471;-0.584417;0.575903;9.772265;-0.004026;0.27036;0.461796;0.004089;-0.182083;0.030624;30.0;-11.9644;-5.9906;-44.8349;102.9804;-3.3553;3.5589;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;138;2021-10-04 11:13:06:865
-0.61644;0.861099;10.185471;-0.584417;0.575903;9.772265;-0.004026;0.27036;0.461796;0.004089;-0.182083;0.030624;30.0;-11.2152;-8.2657;-45.9534;102.9804;-3.3553;3.5589;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;139;2021-10-04 11:13:06:866
-0.61644;0.861099;10.185471;-0.584417;0.575903;9.772265;-0.004026;0.27036;0.461796;0.004089;-0.182083;0.030624;30.0;-11.2152;-8.2657;-45.9534;102.9804;-3.3553;3.5589;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;147;2021-10-04 11:13:06:874
-0.427307;0.729416;9.831131;-0.543557;0.577518;9.774529;-0.004026;0.27036;0.461796;-0.003372;-0.206573;-0.041809;30.0;-11.2152;-8.2657;-45.9534;102.9804;-3.3553;3.5589;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;149;2021-10-04 11:13:06:876
-0.427307;0.729416;9.831131;-0.543557;0.577518;9.774529;0.109476;0.159095;0.17842;-0.003372;-0.206573;-0.041809;30.0;-11.2152;-8.2657;-45.9534;102.9804;-3.3553;3.5589;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;155;2021-10-04 11:13:06:882
-0.427307;0.729416;9.831131;-0.543557;0.577518;9.774529;0.109476;0.159095;0.17842;-0.01828;-0.173553;-0.091888;30.0;-12.8815;-6.6055;-44.545;105.8151;-3.3761;3.1829;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;161;2021-10-04 11:13:06:888
-0.338715;0.638443;9.644379;-0.515082;0.574763;9.776234;0.169962;0.070827;-0.010282;-0.01828;-0.173553;-0.091888;30.0;-12.8815;-6.6055;-44.545;105.8151;-3.3761;3.1829;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;166;2021-10-04 11:13:06:893
-0.338715;0.638443;9.644379;-0.515082;0.574763;9.776234;0.169962;0.070827;-0.010282;-0.01828;-0.173553;-0.091888;30.0;-12.8815;-6.6055;-44.545;105.8151;-3.3761;3.1829;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;170;2021-10-04 11:13:06:897
-0.338715;0.638443;9.644379;-0.515082;0.574763;9.776234;0.169962;0.070827;-0.010282;-0.039597;-0.117096;-0.144073;30.0;-12.8815;-6.6055;-44.545;105.8151;-3.3761;3.1829;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;175;2021-10-04 11:13:06:902
-0.338715;0.638443;9.644379;-0.515082;0.574763;9.776234;0.169962;0.070827;-0.010282;-0.039597;-0.117096;-0.144073;30.0;-12.8815;-6.6055;-44.545;105.8151;-3.3761;3.1829;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;180;2021-10-04 11:13:06:907
-0.319565;0.602524;9.589325;-0.49873;0.566951;9.777536;0.172945;0.042644;-0.066265;-0.052368;-0.075546;-0.178162;30.0;-12.2818;-8.7265;-43.9835;105.8151;-3.3761;3.1829;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;186;2021-10-04 11:13:06:913
-0.319565;0.602524;9.589325;-0.49873;0.566951;9.777536;0.172945;0.042644;-0.066265;-0.052368;-0.075546;-0.178162;30.0;-12.2818;-8.7265;-43.9835;105.8151;-3.3761;3.1829;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;190;2021-10-04 11:13:06:917
-0.319565;0.602524;9.589325;-0.49873;0.566951;9.777536;0.172945;0.042644;-0.066265;-0.052368;-0.075546;-0.178162;28.0;-12.2818;-8.7265;-43.9835;105.8151;-3.3761;3.1829;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;195;2021-10-04 11:13:06:922
-0.408142;0.537888;9.574951;-0.49685;0.555077;9.778314;0.082491;-0.010244;-0.081006;-0.069412;0.008606;-0.243149;28.0;-12.8891;-7.6721;-46.0937;109.4998;-3.2448;2.9088;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;202;2021-10-04 11:13:06:929
-0.408142;0.537888;9.574951;-0.49685;0.555077;9.778314;0.082491;-0.010244;-0.081006;-0.069412;0.008606;-0.243149;28.0;-12.8891;-7.6721;-46.0937;109.4998;-3.2448;2.9088;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;205;2021-10-04 11:13:06:932
-0.408142;0.537888;9.574951;-0.49685;0.555077;9.778314;0.082491;-0.010244;-0.081006;-0.069412;0.008606;-0.243149;28.0;-12.8891;-7.6721;-46.0937;109.4998;-3.2448;2.9088;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;210;2021-10-04 11:13:06:937
-0.563766;0.422958;9.625229;-0.50724;0.540017;9.778623;-0.062889;-0.110284;-0.030725;-0.081131;0.073578;-0.284698;28.0;-12.8891;-7.6721;-46.0937;109.4998;-3.2448;2.9088;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;216;2021-10-04 11:13:06:943
-0.563766;0.422958;9.625229;-0.50724;0.540017;9.778623;-0.062889;-0.110284;-0.030725;-0.081131;0.073578;-0.284698;28.0;-12.4283;-6.9092;-46.077;109.4998;-3.2448;2.9088;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;220;2021-10-04 11:13:06:947
-0.563766;0.422958;9.625229;-0.50724;0.540017;9.778623;-0.062889;-0.110284;-0.030725;-0.081131;0.073578;-0.284698;28.0;-12.4283;-6.9092;-46.077;109.4998;-3.2448;2.9088;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;225;2021-10-04 11:13:06:952
-0.654755;0.415772;9.680298;-0.528093;0.52434;9.778374;-0.126095;-0.104375;0.031697;-0.07901;0.119385;-0.299606;28.0;-12.4283;-6.9092;-46.077;109.4998;-3.2448;2.9088;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;230;2021-10-04 11:13:06:957
-0.654755;0.415772;9.680298;-0.528093;0.52434;9.778374;-0.126095;-0.104375;0.031697;-0.07901;0.119385;-0.299606;28.0;-12.4283;-6.9092;-46.077;109.4998;-3.2448;2.9088;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;234;2021-10-04 11:13:06:961
-0.654755;0.415772;9.680298;-0.528093;0.52434;9.778374;-0.126095;-0.104375;0.031697;-0.072617;0.13324;-0.301743;28.0;-11.3602;-6.8985;-45.3125;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;239;2021-10-04 11:13:06:966
-0.649963;0.375076;9.723389;-0.528093;0.52434;9.778374;-0.126095;-0.104375;0.031697;-0.072617;0.13324;-0.301743;28.0;-11.3602;-6.8985;-45.3125;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;245;2021-10-04 11:13:06:972
-0.649963;0.375076;9.723389;-0.528093;0.52434;9.778374;-0.126095;-0.104375;0.031697;-0.072617;0.13324;-0.301743;28.0;-11.3602;-6.8985;-45.3125;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;249;2021-10-04 11:13:06:976
-0.649963;0.375076;9.723389;-0.55327;0.510254;9.777726;-0.098821;-0.147947;0.084699;-0.063034;0.14389;-0.303864;28.0;-11.3602;-6.8985;-45.3125;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;255;2021-10-04 11:13:06:982
-0.637985;0.331985;9.802399;-0.55327;0.510254;9.777726;-0.098821;-0.147947;0.084699;-0.063034;0.14389;-0.303864;28.0;-12.2787;-7.5165;-46.3959;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;260;2021-10-04 11:13:06:987
-0.637985;0.331985;9.802399;-0.580683;0.498092;9.776764;-0.098821;-0.147947;0.084699;-0.043854;0.156677;-0.309189;28.0;-12.2787;-7.5165;-46.3959;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;265;2021-10-04 11:13:06:992
-0.61644;0.341553;9.869446;-0.580683;0.498092;9.776764;-0.047763;-0.157522;0.195004;-0.043854;0.156677;-0.309189;28.0;-12.2787;-7.5165;-46.3959;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;270;2021-10-04 11:13:06:997
-0.61644;0.341553;9.869446;-0.580683;0.498092;9.776764;-0.047763;-0.157522;0.195004;-0.020416;0.134308;-0.310257;28.0;-12.2787;-7.5165;-46.3959;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;274;2021-10-04 11:13:07:001
-0.61644;0.341553;9.869446;-0.580683;0.498092;9.776764;-0.047763;-0.157522;0.195004;-0.020416;0.134308;-0.310257;28.0;-12.2787;-7.5165;-46.3959;109.0056;-3.0649;3.0913;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;280;2021-10-04 11:13:07:007
-0.652359;0.351135;9.931686;-0.605305;0.490408;9.775659;-0.054502;-0.133238;0.276325;0.008347;0.099152;-0.301743;28.0;-11.3663;-8.1131;-45.0363;112.7779;-2.8664;3.5432;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;287;2021-10-04 11:13:07:014
-0.652359;0.351135;9.931686;-0.605305;0.490408;9.775659;-0.054502;-0.133238;0.276325;0.008347;0.099152;-0.301743;28.0;-11.3663;-8.1131;-45.0363;112.7779;-2.8664;3.5432;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;290;2021-10-04 11:13:07:017
-0.652359;0.351135;9.931686;-0.605305;0.490408;9.775659;-0.054502;-0.133238;0.276325;0.008347;0.099152;-0.301743;28.0;-11.3663;-8.1131;-45.0363;112.7779;-2.8664;3.5432;2.0;-5.49831;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;295;2021-10-04 11:13:07:022
-0.791214;0.303253;9.96521;-0.622864;0.488413;9.774655;-0.175914;-0.179228;0.30926;0.026459;0.072525;-0.287888;28.0;-12.7289;-5.9998;-46.3608;112.7779;-2.8664;3.5432;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;302;2021-10-04 11:13:07:029
-0.791214;0.303253;9.96521;-0.622864;0.488413;9.774655;-0.175914;-0.179228;0.30926;0.026459;0.072525;-0.287888;28.0;-12.7289;-5.9998;-46.3608;112.7779;-2.8664;3.5432;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;305;2021-10-04 11:13:07:032
-0.867828;0.281708;9.814377;-0.622864;0.488413;9.774655;-0.175914;-0.179228;0.30926;0.026459;0.072525;-0.287888;28.0;-12.7289;-5.9998;-46.3608;112.7779;-2.8664;3.5432;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;310;2021-10-04 11:13:07:037
-0.867828;0.281708;9.814377;-0.629429;0.491453;9.774082;-0.245973;-0.203832;0.157903;0.049896;-0.008438;-0.243149;28.0;-12.4298;-7.3639;-45.7825;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;315;2021-10-04 11:13:07:042
-0.867828;0.281708;9.814377;-0.629429;0.491453;9.774082;-0.245973;-0.203832;0.157903;0.049896;-0.008438;-0.243149;28.0;-12.4298;-7.3639;-45.7825;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;319;2021-10-04 11:13:07:046
-0.822342;0.315216;9.716217;-0.629429;0.491453;9.774082;-0.245973;-0.203832;0.157903;0.049896;-0.008438;-0.243149;29.0;-12.4298;-7.3639;-45.7825;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;325;2021-10-04 11:13:07:052
-0.822342;0.315216;9.716217;-0.62691;0.495746;9.774028;-0.245973;-0.203832;0.157903;0.043503;-0.044662;-0.209061;29.0;-12.4298;-7.3639;-45.7825;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;330;2021-10-04 11:13:07:057
-0.769669;0.360718;9.656357;-0.62691;0.495746;9.774028;-0.173032;-0.141948;0.013845;0.043503;-0.044662;-0.209061;29.0;-12.4298;-7.3639;-45.7825;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;336;2021-10-04 11:13:07:063
-0.769669;0.360718;9.656357;-0.623165;0.498059;9.774149;-0.173032;-0.141948;0.013845;0.032852;-0.045731;-0.195206;29.0;-12.2787;-8.2703;-43.6676;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;340;2021-10-04 11:13:07:067
-0.769669;0.360718;9.656357;-0.623165;0.498059;9.774149;-0.173032;-0.141948;0.013845;0.032852;-0.045731;-0.195206;29.0;-12.2787;-8.2703;-43.6676;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;345;2021-10-04 11:13:07:072
-0.721786;0.367889;9.634811;-0.623165;0.498059;9.774149;-0.108571;-0.125128;-0.022206;0.032852;-0.045731;-0.195206;29.0;-12.2787;-8.2703;-43.6676;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;350;2021-10-04 11:13:07:077
-0.721786;0.367889;9.634811;-0.61933;0.499223;9.774333;-0.108571;-0.125128;-0.022206;0.021133;-0.045731;-0.176041;29.0;-12.2787;-8.2703;-43.6676;107.5751;-2.8725;3.6846;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;355;2021-10-04 11:13:07:082
-0.733765;0.298462;9.584534;-0.61933;0.499223;9.774333;-0.108571;-0.125128;-0.022206;0.021133;-0.045731;-0.176041;29.0;-11.6699;-8.1146;-44.5786;111.1769;-2.918;3.6256;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;360;2021-10-04 11:13:07:087
-0.733765;0.298462;9.584534;-0.61539;0.497002;9.774696;-0.121032;-0.218861;-0.102978;0.004089;-0.061707;-0.160065;29.0;-11.6699;-8.1146;-44.5786;111.1769;-2.918;3.6256;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;366;2021-10-04 11:13:07:093
-0.733765;0.298462;9.584534;-0.61539;0.497002;9.774696;-0.121032;-0.218861;-0.102978;0.004089;-0.061707;-0.160065;29.0;-11.6699;-8.1146;-44.5786;111.1769;-2.918;3.6256;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;369;2021-10-04 11:13:07:096
-0.738556;0.26973;9.548615;-0.61539;0.497002;9.774696;-0.121032;-0.218861;-0.102978;0.004089;-0.061707;-0.160065;29.0;-11.6699;-8.1146;-44.5786;111.1769;-2.918;3.6256;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;375;2021-10-04 11:13:07:102
-0.738556;0.26973;9.548615;-0.61539;0.497002;9.774696;-0.121032;-0.218861;-0.102978;-0.007629;-0.094727;-0.141953;29.0;-11.6699;-8.1146;-44.5786;111.1769;-2.918;3.6256;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;380;2021-10-04 11:13:07:107
-0.767273;0.276917;9.594101;-0.607494;0.487609;9.775663;-0.162552;-0.207029;-0.072053;-0.007629;-0.094727;-0.141953;29.0;-12.4283;-7.3608;-44.2566;111.1769;-2.918;3.6256;2.0;-11.12575;49.050266;38.218082;236.9255;NaN;0.0;34.580647;;8 / 22;385;2021-10-04 11:13:07:112
